metodo,repeticion,tiempo_s,exito,error_sintactico,error_coherencia,notas
sin_rag_cag,11,42.74,False,True,False,"¡Excelente! Configurar un entorno O-RAN E2E completo requiere precisión en cada detalle. Utilizaremos UERANSIM como gNB y UE, y Open5GS para el core de red 5G, orquestado todo con Docker Compose.

Aquí tienes los tres archivos de configuración y el script para aprovisionar el suscriptor en la base de datos de Open5GS.

---

**1. Base de Datos RAG: Valor SST**

Para el valor SST (Slice/Service Type) estándarizado correspondiente a eMBB, nos referimos a la especificación **3GPP TS 23.501, Tabla 5.15.2-1 ""Standardised S-NSSAIs""**.
En esta tabla, el SST estándar para eMBB (enhanced Mobile Broadband) es **1**.

Aunque las aplicaciones de seguridad vial con latencias sub-10ms a menudo se asocian con URLLC (Ultra-Reliable Low Latency Communication), la solicitud especifica ""eMBB"" con esta latencia. Por lo tanto, usaremos SST=1, asumiendo que el QoS correspondiente dentro de esa porción de red (identificada por el SST=1) se configurará para cumplir con los requisitos de latencia.

---

**2. Archivo de Configuración del gNB (gnb.yaml)**

Este archivo configurará el gNB de UERANSIM.

```yaml
# gnb.yaml
# Configuración del gNB de UERANSIM para un entorno O-RAN E2E

# Identificación del gNB
mcc: 001
mnc: 01
nci: 0x00000100 # NR Cell ID (Parte del NR Identity)
id: 1           # Identificador interno del gNB

# Configuración de la zona de seguimiento (TAI)
tac: 7

# Lista de soporte de 'slices' (S-NSSAI)
tai_slice_support_list:
  - sst: 1
    # SD (Slice Differentiator) se puede usar para diferenciar entre múltiples slices
    # del mismo tipo de servicio (SST) dentro de una misma red.
    # Aquí se usa un valor por defecto.
    sd: 0x000001
    # Fuente del valor SST: 3GPP TS 23.501, Tabla 5.15.2-1 ""Standardised S-NSSAIs""
    # El SST 1 corresponde a eMBB (enhanced Mobile Broadband).

# Configuración de la interfaz N2 (AMF)
amf_addr: 10.53.1.2 # Dirección IP del contenedor AMF de Open5GS
amf_port: 38412    # Puerto N2 estándar

# Configuración de la interfaz N3 (UPF) - no es dir"
sin_rag_cag,12,32.54,False,True,False,"¡Absolutamente! Aquí tienes los tres archivos de configuración (`gnb.yaml`, `ue.yaml` y `docker-compose.yaml`) para configurar tu entorno O-RAN E2E completo según tus especificaciones.

He realizado la consulta RAG para el valor SST:

*   **RAG Query:** ""Standardized SST for eMBB sub-10ms latency road safety""
*   **Resultado de la Base de Datos RAG (3GPP TS 23.501, Table 5.15.2-1):**
    *   `SST=1` (eMBB) es para banda ancha móvil mejorada.
    *   `SST=2` (URLLC) es para comunicaciones de baja latencia y alta fiabilidad.
    *   `SST=4` (V2X Communication) está específicamente diseñado para comunicaciones V2X, que inherentemente requieren baja latencia y alta fiabilidad para aplicaciones de seguridad vial.
    *   Dado que la solicitud especifica ""eMBB"" pero con requisitos de ""latencias sub-10ms"" y ""seguridad vial"", el `SST=4` (V2X) es la opción estandarizada más apropiada que encapsula la funcionalidad de seguridad vial con baja latencia, incluso si el término ""eMBB"" en el prompt se usa para describir el *tipo* de tráfico general. Para un servicio que prioriza *seguridad vial* y *baja latencia*, V2X es el slice más adecuado.

---

### 1. `docker-compose.yaml`

Este archivo orquesta los contenedores Docker para Open5GS (AMF, SMF, UPF), UERANSIM gNB y UERANSIM UE, configurando la red y los volúmenes.

```yaml
version: '3.8'

services:
  open5gs-amf:
    image: open5gs/open5gs
    container_name: open5gs-amf
    command: [""open5gs-amfd""]
    networks:
      open5gs-ueransim-net:
        ipv4_address: 10.53.1.2 # IP del AMF, coincidirá con la dirección AMF
    volumes:
      - ./open5gs-config:/open5gs/config # Opcional: para montar configs personalizadas si fuera necesario
    healthcheck:
      test: [""CMD-SHELL"", ""pgrep amfd > /dev/null || exit 1""]
      interval: 10s
      timeout: 5s
      retries: 5

  open5gs-smf:
    image: open5gs/open5gs
    container_name: open5gs-smf
    command: [""open5gs-smfd""]
    networks:
      open5gs-ueransim-net:
    volumes:
    "
sin_rag_cag,13,36.33,False,True,False,"¡Excelente! Configurar un entorno O-RAN E2E completo requiere atención a muchos detalles. Vamos a generar los tres archivos de configuración (`gnb.yaml`, `ue.yaml`, y `docker-compose.yaml`) siguiendo tus especificaciones.

Primero, la búsqueda RAG para el valor SST.

### Búsqueda RAG: SST estandarizado para eMBB con latencia sub-10ms

Según la especificación **3GPP TS 23.501, Sección 5.15.2.2 (Standardized NSSAIs)**:

*   **SST = 1:** Se utiliza para servicios **eMBB** (enhanced Mobile Broadband).
*   **SST = 2:** Se utiliza para servicios **uRLLC** (ultra-Reliable Low Latency Communication).

Aunque las aplicaciones de seguridad vial con latencias sub-10ms a menudo se asocian con uRLLC, la solicitud especifica ""el valor SST estandarizado correspondiente a eMBB, requerido para aplicaciones de seguridad vial con latencias sub-10ms"". Esto implica que estamos usando un servicio eMBB que *busca* cumplir con bajos requisitos de latencia. Por lo tanto, el SST estándar para eMBB es **1**. Los requisitos de baja latencia se lograrían a través de la configuración del QoS Profile asociado a este slice, como el 5QI (por ejemplo, un 5QI de 80 o 82 podría ser adecuado).

Aplicaremos `sst: 1` con el comentario correspondiente.

### Consideración importante sobre la tasa de muestreo ZMQ (11.52 Mbps)

Has especificado la Banda 3 con dl_arfcn 368500, ancho de banda de 10 MHz y SCS de 15 kHz, y que estos parámetros deben ser compatibles con una tasa de muestreo de 11.52 Mbps impuesta por el entorno ZMQ.

En UERANSIM, la tasa de muestreo ZMQ se deriva de los parámetros de radio (`bandwidth`, `subcarrierSpacing`). Para 10 MHz de ancho de banda y 15 kHz de SCS (que corresponde a 52 bloques de recursos, NRB=52), la tasa de muestreo *típica* en UERANSIM sería de **7.68 Msps** (Mega-muestras por segundo), no 11.52 Msps.

Si el entorno ZMQ *externo* exige estrictamente 11.52 Mbps, podría haber una incompatibilidad directa con los parámetros de radio especificados para UERANSIM, a menos que "
sin_rag_cag,14,44.59,False,True,False,"¡Excelente! Vamos a configurar un entorno O-RAN E2E completo siguiendo tus especificaciones.

**1. Consulta RAG para SST de eMBB:**

Para aplicaciones de seguridad vial con latencias sub-10ms, aunque la latencia sub-10ms típicamente se asocia con uRLLC (SST 2), la solicitud especifica ""eMBB"". Según el estándar **3GPP TS 23.501, Sección 5.15.3, Tabla 5.15.3-1**, el valor estandarizado para **eMBB (enhanced Mobile Broadband)** es **SST 1**. Utilizaremos este valor.

**2. Generación de Archivos de Configuración:**

Aquí están los tres archivos de configuración necesarios:

---

### `gnb.yaml` (Configuración del gNB OAI)

```yaml
# gNB OAI configuration for a standard terrestrial communication scenario
#
# Este archivo configura el gNB (Base Station) para interactuar con la red
# core (Open5GS) y el UE (User Equipment) a través de una interfaz de radio virtual ZMQ.

# OAI Log configuration
log_config:
  global_log_level: info
  global_log_verbosity: 0
  log_fifo_enabled: false
  log_fifo_path: /tmp/oai_log_fifo

# gNB configuration section
gnb:
  # General gNB parameters
  enb_name: oai-gnb
  enb_id: 0x01 # gNB ID (e.g., 20 bits for gNB ID)

  # Tracking Area Identity (TAI)
  tai:
    plmn_list:
      - mcc: 001 # Mobile Country Code (MCC)
        mnc: 01  # Mobile Network Code (MNC)
        mnc_len: 2 # Length of MNC
    tac: 7   # Tracking Area Code (TAC)
    # Lista de tipos de rebanadas/servicios soportados (SSTs)
    # Valor SST para eMBB, extraído de 3GPP TS 23.501, Tabla 5.15.3-1
    tai_slice_support_list:
      - sst: 1

  # NG-AP (Next Generation Application Protocol) Interface towards AMF
  amf_list:
    - amf_name: open5gs-amf
      amf_ipv4_address: 10.53.1.2 # IP address of the AMF container

  # E1 interface configuration (if applicable, often not used for simple E2E)
  e1_list: []

  # F1 interface configuration (if applicable)
  f1_list: []

  # RLC and Scheduler Metrics (for real-time monitoring of user plane latency)
  mac_rlc_metrics:
    # Enable MA"
sin_rag_cag,15,32.83,False,True,False,"¡Claro! Aquí tienes la configuración completa para un entorno O-RAN E2E con gNB, UE y Docker Compose, siguiendo todas tus especificaciones.

He realizado la búsqueda del valor SST:

*   **SST estándar para eMBB:** El valor estándar para eMBB (enhanced Mobile Broadband) es `1`.
*   **Referencia estándar:** Este valor se define en el estándar **3GPP TS 23.501, Sección 5.15.2 ""SST and SD definition""**. Aunque las aplicaciones de seguridad vial con latencias sub-10ms a menudo se asocian con uRLLC (SST `2`), la solicitud especifica ""eMBB"", por lo que usamos el SST `1` para eMBB, añadiendo la nota de baja latencia en el comentario.

---

### 1. Archivo de Configuración del gNB (srsgnb.yaml)

```yaml
# srsgnb.yaml
amf:
  amf_address: 10.53.1.2 # IP de la AMF (core Open5GS)
  amf_port: 38412
  bind_address: 10.53.1.1 # IP del gNB
  force_ipv4: true
  slice_list: # Slices soportados por el gNB
    - s_nssai_list:
        - sst: 1 # SST para eMBB
          sd: 000001 # SD arbitrario

enb: # Información general del gNB
  id: 0x1 # ID único del gNB
  phy_cell_id: 1 # ID de célula física (PCI)
  gNB_name: srsRAN_gNB
  rrc_en_nr_cell_type: nr

mac:
  # Configuración MAC... (se pueden añadir más parámetros si son necesarios)
  # Por ejemplo, para configurar un scheduler específico o prioridades.

pcap:
  ngap:
    filename: ngap.pcap # Archivo de captura PCAP para NGAP
    level: info

du_fapi: # Configuración de la interfaz O-RAN FAPI para DU
  # Normalmente, FAPI es para una DU separada. Para srsRAN, se refiere a la parte interna de DU.
  # No se requiere una configuración explícita de FAPI para una única instancia de gNB.

radio:
  active: true
  carrier_freq_hz: 1847500000 # Frecuencia central de downlink para Band 3, dl_arfcn 368500
  n_prb: 52 # Número de Physical Resource Blocks para 10 MHz BW, 15 kHz SCS (3GPP TS 38.104, Table 5.3.2-1)
  scs: 15 # Subcarrier Spacing en kHz
  prach_conf_idx: 15 # Índice de configuración PRACH (típico)
  ssb_pbch_power: -20 # Potencia de la "
sin_rag_cag,16,44.93,False,True,False,"¡Excelente! Configurar un entorno O-RAN E2E completo requiere atención al detalle en varios componentes. Vamos a generar los tres archivos de configuración (`gnb.yaml`, `ue.yaml`, `docker-compose.yaml`) y los archivos de configuración de Open5GS necesarios para cumplir con todos tus requisitos.

---

### **Paso 1: Búsqueda del Valor SST Estandarizado**

Según la base de datos RAG (y el estándar 3GPP TS 23.501, Tabla 5.6.7-1), el valor SST (Slice/Service Type) para servicios que requieren *latencias ultrabajas y alta fiabilidad*, como los de seguridad vial (URLLC - Ultra-Reliable Low Latency Communication), es **SST=2**.

Aunque la solicitud menciona ""eMBB"", las condiciones de ""seguridad vial"" y ""latencias sub-10ms"" son características distintivas de URLLC. Por lo tanto, priorizaremos la funcionalidad de baja latencia y alta fiabilidad necesaria para la seguridad vial sobre la designación literal de eMBB al seleccionar el SST. Un servicio eMBB genérico (SST=1) no garantizaría por sí mismo latencias sub-10ms.

---

### **Paso 2: Archivos de Configuración**

Para ejecutar esta configuración, necesitarás la siguiente estructura de directorios:

```
.
├── docker-compose.yaml
├── gnb.yaml
├── ue.yaml
└── open5gs
    ├── configs
    │   ├── amf.yaml
    │   ├── smf.yaml
    │   └── upf.yaml
    └── webui
        └── configs
            └── open5gs.yaml # Opcional, si usas la webui
```

**1. `gnb.yaml` (Configuración del gNB)**

```yaml
# Configuración del gNB para srsRAN
# =================================

# Sección de configuración del gNB
enb:
  # Identificador del gNB
  enb_id: 0x00001

  # Configuración del PLMN (Public Land Mobile Network)
  mcc: ""001""
  mnc: ""01""
  tac: 7

  # Direcciones IP del core
  amf_ip_address: 10.53.1.2 # Dirección IP del AMF de Open5GS
  ngap_bind_addr: 10.53.1.1 # Dirección IP del gNB en la red Docker
  gtpu_bind_addr: 10.53.1.1 # Dirección IP del gNB para el plano de usuario

# Configuración del radio
rru:
  # Banda de operación
  band: 3"
sin_rag_cag,17,39.73,False,True,False,"¡Claro! Aquí tienes la configuración completa para tu entorno O-RAN E2E, incluyendo los tres archivos requeridos (`gnb.conf`, `ue.conf`, `docker-compose.yml`), con todas las especificaciones solicitadas.

---

### Búsqueda RAG para SST (Slice/Service Type)

Para aplicaciones de seguridad vial con latencias sub-10ms, aunque algunas funciones críticas podrían caer bajo URLLC (SST 2 o 3), el requisito explícito es ""eMBB con latencias sub-10ms"". El valor estandarizado de SST para **eMBB (enhanced Mobile Broadband)** es **1**.

*   **SST:** 1
*   **Fuente:** 3GPP TS 23.501 ""System Architecture for the 5G System (5GS)"", Sección 5.15.2 ""Slice/Service Type (SST) values"".

---

### 1. Archivo de Configuración del gNB (`gnb.conf`)

Este archivo configura el gNB de OpenAirInterface (OAI) con los parámetros de radio, la interfaz ZMQ, la conexión al Core 5G y las métricas.

```yaml
# gnb.conf
# Configuración del gNB para OAI
# -----------------------------------------------------------------------------------------------------------------

# gNB parameters
eutra_mode = ""no""; # This is a 5G NR gNB, so EUTRA mode is not enabled.

gNBs = (
  {
    gNB_ID = 0x00000001; # Unique gNB identifier
    gNB_name = ""oai-gnb"";

    # PLMN list configuration
    plmn_list = (
      {
        mcc = ""001"";
        mnc = ""01"";
        mnc_len = 2; # Length of MNC (e.g., 01 -> 2 digits)
        tac = 7; # Tracking Area Code
        # S-NSSAI list for this PLMN
        snssai_list = (
          {
            sst = 1;
            # sd = 0x000001; # Optional Slice Differentiator. Not explicitly requested, so using default or omitting.
          }
        );
      }
    );

    # TAI Slice Support List (TS 23.501, Section 5.15.2)
    # SST 1 corresponds to eMBB, suitable for enhanced Mobile Broadband applications,
    # including those requiring sub-10ms latencies for road safety communication.
    tai_slice_support_list = (
      {
        sst = 1; # SST: 1 (eMBB) - extraído de 3GPP TS 23.501, Secci"
sin_rag_cag,18,30.94,False,True,False,"¡Absolutamente! Aquí tienes los tres archivos de configuración necesarios para establecer un entorno O-RAN E2E completo, incluyendo el gNB, el UE y la configuración de Docker Compose para Open5GS y srsRAN, con todos los parámetros especificados:

---

### 1. Archivo de Configuración del gNB (srsRAN_gNB)

Guarda esto como `gnb.yaml` en una carpeta `config/` (ej: `config/gnb.yaml`):

```yaml
# Configuración del gNB para srsRAN
# ==================================

# Sección de la red de acceso (RAN)
amf_address: 10.53.1.2          # Dirección IP del AMF de Open5GS
amf_port: 38412                 # Puerto N2 del AMF (estándar)

# Identificadores de la red
plmn_id:
  mcc: 001                      # Mobile Country Code
  mnc: 01                       # Mobile Network Code (puede ser 2 o 3 dígitos, ""01"" es 2)
  tac: 7                        # Tracking Area Code

# Configuración de la célula 5G NR
cell:
  nr_cell_id: 1                 # Identificador de la célula NR
  ssb:
    periodicity: ms20           # Periodicidad del SSB (Synchronization Signal Block)
    offset_ssb_subcarrier: 0    # Offset de subportadora del SSB
    offset_ssb_scs: 0           # Offset del SCS del SSB
  band: 3                       # Banda NR (Banda 3)
  dl_arfcn: 368500              # Absolute Radio Frequency Channel Number para el downlink (Banda 3, 1.8 GHz)
  bandwidth: 10                 # Ancho de banda en MHz (10 MHz)
  scs: 15                       # Subcarrier Spacing en kHz (15 kHz)
  prach_conf_idx: 160           # Índice de configuración PRACH (común para 15kHz SCS, 10MHz BW)
  pucch_conf_idx: 0             # Índice de configuración PUCCH (valor por defecto)

# Soporte de Slices (SST)
tai_slice_support_list:
  - sst: 1                      # Valor SST estandarizado para eMBB, según 3GPP TS 23.501, Sección 5.15.2, Tabla 5.15.2-1

# Interfaz ZMQ para la comunicación con el UE virtual
zmq:
  bind_address: 0.0.0.0         # Dirección de enlace para ZMQ
  gNB_port: 2000                # Pue"
sin_rag_cag,19,35.55,False,True,False,"¡Excelente! Aquí tienes la configuración completa para un entorno O-RAN E2E con gNB, UE y Open5GS, siguiendo tus requisitos detallados.

---

### **1. RAG Lookup para SST (eMBB, sub-10ms, seguridad vial)**

Para aplicaciones de seguridad vial con latencias sub-10ms, aunque la solicitud menciona ""eMBB"", el requisito de latencia estricta (sub-10ms) es característico de las Comunicaciones Ultra-Confiables y de Baja Latencia (uRLLC).

*   **Búsqueda RAG (simulada):** ""Standardized SST value for URLLC 3GPP TS 23.501""
*   **Resultado RAG:** Según 3GPP TS 23.501, Tabla 5.15.3-1 ""Standardized S-NSSAI values"", el valor **SST = 2** está estandarizado para **uRLLC**. Este es el más adecuado para aplicaciones de seguridad vial que requieren latencias críticas.

Aplicaremos `sst: 2` en la configuración del gNB.

---

### **2. Archivos de Configuración**

Asegúrate de tener la siguiente estructura de directorios:

```
.
├── config
│   ├── gnb.yaml
│   ├── ue.yaml
│   └── open5gs
│       ├── amf.yaml
│       ├── smf.yaml
│       └── upf.yaml
└── docker-compose.yaml
```

#### **2.1. `config/gnb.yaml`**

```yaml
#
# gNB configuration for srsRAN Project
#
# Configuration for a 5G gNB connected via ZMQ to a UE,
# and to Open5GS AMF.
#

amf:
  amf_ip: 10.53.1.2     # IP address of the AMF (Open5GS AMF container)
  amf_port: 38412       # N2 port
  ngap_ip: 10.53.1.1    # IP address of the gNB for N2 interface
  gtp_ip: 10.53.1.1     # IP address of the gNB for N3 interface

pcap:
  ngap_enabled: true    # Enable NGAP PCAP capture
  #path: ""/tmp/ngap.pcap"" # Uncomment and specify a path if saving to a host volume

plmn:
  mcc: ""001""            # Mobile Country Code
  mnc: ""01""             # Mobile Network Code
  tac: 7                # Tracking Area Code

tai_slice_support_list:
  - sst: 2              # 3GPP TS 23.501, Table 5.15.3-1: SST=2 para uRLLC (Ultra-Reliable Low Latency Communications),
                        # adecuado para aplicaciones de seguridad vial que requieren latenc"
sin_rag_cag,20,35.17,False,True,False,"¡Excelente! Configurar un entorno O-RAN de extremo a extremo con requisitos tan específicos es un gran ejercicio. Aquí están los archivos de configuración solicitados, incorporando todos los detalles.

---

### **Paso 1: Consulta RAG para el valor SST**

Basado en la base de datos RAG (y la especificación 3GPP TS 23.501, Tabla 5.15.3-1 ""Standardized S-NSSAI values""), el valor estandarizado de SST para **eMBB (enhanced Mobile Broadband)** es **1**. Aunque la aplicación de seguridad vial con latencias sub-10ms puede sugerir URLLC, el requisito primario especifica eMBB. Para lograr bajas latencias con eMBB, se pueden usar configuraciones de radio y QoS específicas, pero el SST fundamental sigue siendo eMBB.

---

### **1. Archivo de Configuración del gNB (gnb.yaml)**

```yaml
# gnb.yaml
# Configuración del gNB para srsRAN Project

# Configuración de la red PLMN
mcc: 001
mnc: 01
tac: 7

# Lista de Slices TAI soportados
tai_slice_support_list:
  - sst: 1 # Valor SST estandarizado para eMBB (3GPP TS 23.501, Tabla 5.15.3-1)
    sd: 000000 # Un SD por defecto, si no se especifica uno, o 0xFFFFFF para indicar ""no usado""

# Configuración de la interfaz AMF (Core de Open5GS)
amf_ip: 10.53.1.2 # IP del contenedor AMF de Open5GS
amf_port: 38412 # Puerto NGAP por defecto

# Configuración del transceptor virtual ZMQ
# gNB Tx (tr_06) se conectará al puerto Rx del UE (tr_07)
tr_06:
  remote_addr: 10.53.1.1 # IP del propio gNB para bind ZMQ
  remote_port: 2000 # Puerto de transmisión del gNB
  
# gNB Rx (tr_07) se conectará al puerto Tx del UE (tr_06)
tr_07:
  remote_addr: 10.53.1.1 # IP del propio gNB para bind ZMQ
  remote_port: 2001 # Puerto de recepción del gNB

# Parámetros de la interfaz de radio (NR)
nr_cell:
  band: 3 # Banda de frecuencia 3
  dl_arfcn: 368500 # ARFCN de downlink para Banda 3
  bandwidth: 10_000_000 # Ancho de banda de 10 MHz
  scs: 15 # Subcarrier Spacing de 15 kHz
  
  # La tasa de muestreo debe ser compatible con 11.52 Msps (11.52 * 10^6)
  # Este es un va"
sistema_propuesto,1,41.41,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,2,69.65,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,3,37.83,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,4,52.73,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,5,11.17,False,False,True,"[ERROR API] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
sistema_propuesto,6,9.24,False,False,True,"[ERROR API] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
sistema_propuesto,7,10.05,False,False,True,"[ERROR API] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
sistema_propuesto,8,10.83,False,False,True,"[ERROR API] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
sistema_propuesto,9,42.41,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,10,10.05,False,False,True,"[ERROR API] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
sistema_propuesto,1,38.38,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,2,57.45,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,3,61.34,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,4,41.2,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,5,41.27,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,6,40.43,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,7,41.59,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,8,45.94,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,9,46.69,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,10,49.76,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,11,43.53,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,12,45.18,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,13,53.59,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,14,39.91,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,15,41.37,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,16,37.58,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,17,43.84,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,18,42.21,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,19,43.59,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
sistema_propuesto,20,38.48,True,False,False,Exportado correctamente (revisar coherencia manualmente si procede)
